Employee ID,MonthlyIncome,TotalWorkingYears,Work Life Balance Rating,WorkLifeBalance,YearsSinceLastPromotion,Attrition,Department,EmployeeCount,Gender,HourlyRate,JobRole,Attrition Count
24492,31952,12,Poor,1,11,No,Software,1,Female,198,Laboratory Technician,0
24493,32499,25,Poor,1,4,Yes,Sales,1,Female,46,Research Director,1
24494,3689,28,Moderate,2,4,Yes,Research & Development,1,Female,169,Developer,1
24495,2267,34,Excellent,4,4,No,Support,1,Female,171,Sales Executive,0
24496,15819,11,Good,3,1,Yes,Hardware,1,Male,79,Laboratory Technician,1
24497,5429,10,Good,3,3,Yes,Sales,1,Female,133,Developer,1
24498,34271,18,Good,3,6,No,Software,1,Female,182,Human Resources,0
24499,34085,2,Moderate,2,2,No,Research & Development,1,Male,130,Developer,0
24500,31292,27,Poor,1,6,Yes,Software,1,Male,115,Sales Representative,1
24501,29143,19,Good,3,16,Yes,Human Resources,1,Male,94,Manufacturing Director,1
24502,6998,13,Poor,1,2,No,Support,1,Male,124,Research Scientist,0
24503,40843,14,Good,3,1,Yes,Research & Development,1,Male,114,Manager,1
24504,24413,26,Poor,1,2,Yes,Human Resources,1,Female,111,Sales Executive,1
24505,9779,4,Excellent,4,3,No,Sales,1,Male,185,Healthcare Representative,0
24506,12664,27,Moderate,2,7,No,Support,1,Female,77,Research Director,0
24507,16886,10,Good,3,3,Yes,Hardware,1,Male,96,Sales Executive,1
24508,5531,24,Good,3,15,Yes,Sales,1,Male,93,Research Scientist,1
24509,13289,31,Good,3,14,Yes,Support,1,Female,125,Research Director,1
24510,45040,28,Moderate,2,6,No,Sales,1,Male,33,Research Director,0
24511,3485,22,Good,3,1,Yes,Human Resources,1,Female,190,Sales Representative,1
24512,42270,25,Poor,1,2,Yes,Support,1,Female,179,Healthcare Representative,1
24513,17781,24,Poor,1,2,Yes,Research & Development,1,Male,108,Manager,1
24514,50094,35,Excellent,4,1,Yes,Support,1,Male,135,Research Scientist,1
24515,22424,22,Good,3,11,Yes,Sales,1,Female,49,Research Scientist,1
24516,14998,5,Good,3,1,No,Hardware,1,Female,143,Human Resources,0
24517,28367,32,Good,3,8,No,Human Resources,1,Male,152,Laboratory Technician,0
24518,37711,31,Moderate,2,8,No,Support,1,Female,92,Sales Executive,0
24519,22103,22,Moderate,2,9,No,Sales,1,Male,37,Developer,0
24520,34796,27,Moderate,2,14,Yes,Software,1,Male,63,Laboratory Technician,1
24521,4506,35,Poor,1,6,Yes,Support,1,Female,164,Healthcare Representative,1
24522,5911,1,Excellent,4,1,No,Hardware,1,Female,186,Manufacturing Director,0
24523,36123,16,Excellent,4,11,No,Support,1,Male,34,Manager,0
24524,23926,1,Good,3,1,Yes,Software,1,Female,139,Human Resources,1
24525,49843,36,Moderate,2,13,No,Human Resources,1,Male,64,Developer,0
24526,27567,19,Moderate,2,2,No,Sales,1,Male,87,Healthcare Representative,0
24527,4387,20,Good,3,1,Yes,Software,1,Female,173,Healthcare Representative,1
24528,8801,24,Good,3,5,Yes,Software,1,Female,53,Research Director,1
24529,14559,38,Poor,1,11,No,Research & Development,1,Female,105,Developer,0
24530,49623,32,Good,3,16,No,Hardware,1,Female,117,Research Director,0
24531,6689,39,Moderate,2,12,No,Human Resources,1,Male,78,Manager,0
24532,25454,1,Moderate,2,1,Yes,Human Resources,1,Female,76,Sales Representative,1
24533,10211,2,Moderate,2,1,No,Hardware,1,Female,52,Laboratory Technician,0
24534,4817,5,Excellent,4,1,Yes,Support,1,Male,156,Manager,1
24535,8810,2,Moderate,2,1,No,Sales,1,Male,199,Manager,0
24536,37504,2,Excellent,4,1,Yes,Support,1,Female,169,Sales Representative,1
24537,37077,7,Good,3,6,Yes,Human Resources,1,Female,110,Developer,1
24538,35893,4,Poor,1,2,No,Sales,1,Female,129,Research Scientist,0
24539,21110,30,Good,3,1,No,Support,1,Female,105,Research Director,0
24540,16627,22,Good,3,4,No,Support,1,Female,153,Sales Executive,0
24541,23998,18,Excellent,4,13,Yes,Sales,1,Male,181,Manufacturing Director,1
24542,32327,2,Excellent,4,1,No,Support,1,Female,197,Laboratory Technician,0
24543,19624,34,Excellent,4,12,No,Support,1,Female,80,Developer,0
24544,35527,39,Excellent,4,1,Yes,Support,1,Male,85,Manufacturing Director,1
24545,30726,34,Excellent,4,16,Yes,Research & Development,1,Female,194,Human Resources,1
24546,29539,21,Good,3,2,Yes,Human Resources,1,Female,135,Research Director,1
24547,29654,40,Good,3,28,No,Human Resources,1,Male,188,Human Resources,0
24548,23400,39,Excellent,4,13,No,Hardware,1,Male,178,Sales Executive,0
24549,12762,35,Excellent,4,27,No,Support,1,Female,134,Research Director,0
24550,20619,39,Excellent,4,10,No,Sales,1,Female,119,Research Scientist,0
24551,21863,5,Good,3,2,Yes,Hardware,1,Female,66,Laboratory Technician,1
24552,33903,8,Good,3,6,Yes,Hardware,1,Male,64,Research Director,1
24553,48704,27,Moderate,2,1,No,Software,1,Male,115,Laboratory Technician,0
24554,30538,34,Moderate,2,14,No,Support,1,Female,190,Manufacturing Director,0
24555,20871,8,Excellent,4,6,Yes,Sales,1,Male,129,Developer,1
24556,25629,15,Moderate,2,2,Yes,Support,1,Male,165,Human Resources,1
24557,30090,10,Poor,1,4,Yes,Research & Development,1,Male,152,Developer,1
24558,2873,26,Excellent,4,4,No,Sales,1,Male,101,Manager,0
24559,26343,3,Moderate,2,1,Yes,Sales,1,Female,85,Human Resources,1
24560,5067,32,Poor,1,18,Yes,Support,1,Female,190,Sales Executive,1
24561,13741,7,Excellent,4,1,No,Human Resources,1,Female,148,Laboratory Technician,0
24562,49021,24,Poor,1,10,No,Human Resources,1,Male,63,Human Resources,0
24563,46591,26,Excellent,4,1,No,Research & Development,1,Male,50,Research Scientist,0
24564,32079,33,Moderate,2,17,No,Research & Development,1,Male,76,Research Scientist,0
24565,36604,7,Moderate,2,6,Yes,Hardware,1,Female,95,Sales Representative,1
24566,9923,9,Moderate,2,5,Yes,Support,1,Male,165,Manufacturing Director,1
24567,44661,15,Good,3,1,Yes,Support,1,Male,175,Manufacturing Director,1
24568,37862,30,Poor,1,12,No,Human Resources,1,Female,112,Laboratory Technician,0
24569,43098,13,Poor,1,8,No,Support,1,Female,143,Sales Executive,0
24570,30277,18,Good,3,3,Yes,Support,1,Female,179,Sales Representative,1
24571,46928,34,Good,3,2,No,Human Resources,1,Male,141,Human Resources,0
24572,5421,40,Moderate,2,2,No,Research & Development,1,Female,80,Manager,0
24573,24954,12,Excellent,4,6,No,Research & Development,1,Male,37,Laboratory Technician,0
24574,45261,32,Good,3,2,Yes,Support,1,Male,91,Research Scientist,1
24575,14194,31,Excellent,4,4,Yes,Software,1,Male,59,Research Scientist,1
24576,12537,13,Excellent,4,7,No,Software,1,Male,153,Sales Representative,0
24577,23566,38,Good,3,1,No,Support,1,Male,124,Healthcare Representative,0
24578,29749,33,Poor,1,11,No,Human Resources,1,Female,164,Sales Representative,0
24579,25275,5,Moderate,2,2,Yes,Software,1,Female,60,Manager,1
24580,37233,26,Good,3,5,No,Human Resources,1,Male,122,Laboratory Technician,0
24581,44824,1,Moderate,2,1,Yes,Support,1,Female,187,Human Resources,1
24582,10033,38,Good,3,6,No,Sales,1,Female,184,Sales Executive,0
24583,23101,22,Good,3,6,No,Hardware,1,Male,80,Manager,0
24584,25747,26,Good,3,2,No,Sales,1,Male,33,Research Scientist,0
24585,36469,12,Moderate,2,11,No,Software,1,Female,32,Laboratory Technician,0
24586,38039,14,Good,3,3,No,Sales,1,Male,124,Developer,0
24587,23306,2,Good,3,1,Yes,Sales,1,Male,46,Laboratory Technician,1
24588,22998,4,Poor,1,4,No,Software,1,Male,185,Sales Representative,0
24589,27927,34,Poor,1,1,No,Human Resources,1,Female,112,Developer,0
24590,28044,9,Poor,1,6,Yes,Hardware,1,Male,163,Human Resources,1
24591,35323,37,Poor,1,1,No,Support,1,Female,92,Developer,0
24592,15554,5,Poor,1,1,Yes,Support,1,Male,144,Research Scientist,1
24593,32661,21,Poor,1,1,Yes,Hardware,1,Female,151,Research Director,1
24594,5902,12,Poor,1,3,Yes,Hardware,1,Male,56,Research Scientist,1
24595,45978,37,Moderate,2,9,No,Sales,1,Female,146,Research Director,0
24596,37105,31,Poor,1,8,No,Software,1,Male,198,Laboratory Technician,0
24597,13009,35,Poor,1,10,Yes,Software,1,Male,195,Sales Representative,1
24598,20754,22,Excellent,4,8,No,Human Resources,1,Female,103,Research Scientist,0
24599,15582,28,Poor,1,8,No,Human Resources,1,Female,60,Healthcare Representative,0
24600,36426,40,Good,3,5,Yes,Sales,1,Male,105,Sales Representative,1
24601,7529,4,Excellent,4,1,Yes,Hardware,1,Male,172,Research Director,1
24602,19253,8,Moderate,2,3,Yes,Human Resources,1,Female,94,Manufacturing Director,1
24603,36528,15,Excellent,4,6,No,Human Resources,1,Female,135,Manufacturing Director,0
24604,7850,26,Excellent,4,5,Yes,Human Resources,1,Female,126,Sales Executive,1
24605,20845,16,Excellent,4,1,No,Support,1,Female,180,Research Director,0
24606,32279,36,Poor,1,27,No,Software,1,Female,180,Developer,0
24607,4381,26,Poor,1,7,Yes,Sales,1,Male,143,Sales Representative,1
24608,34236,36,Good,3,19,Yes,Hardware,1,Female,35,Developer,1
24609,25988,18,Moderate,2,16,No,Sales,1,Male,129,Sales Executive,0
24610,24160,12,Poor,1,2,No,Support,1,Male,87,Research Director,0
24611,1475,31,Moderate,2,13,No,Sales,1,Female,107,Manufacturing Director,0
24612,42436,33,Excellent,4,22,No,Hardware,1,Female,56,Developer,0
24613,29243,13,Excellent,4,5,No,Sales,1,Female,114,Manager,0
24614,4391,26,Good,3,11,No,Research & Development,1,Male,68,Sales Executive,0
24615,43003,4,Good,3,1,No,Hardware,1,Male,96,Manufacturing Director,0
24616,21266,10,Good,3,5,No,Support,1,Female,134,Laboratory Technician,0
24617,47488,15,Poor,1,9,No,Support,1,Male,144,Developer,0
24618,1850,39,Moderate,2,3,No,Support,1,Female,199,Laboratory Technician,0
24619,35617,29,Good,3,17,Yes,Research & Development,1,Male,57,Healthcare Representative,1
24620,1971,36,Excellent,4,1,Yes,Human Resources,1,Female,107,Sales Representative,1
24621,48043,28,Poor,1,14,No,Hardware,1,Male,89,Sales Executive,0
24622,1519,5,Poor,1,1,No,Sales,1,Female,53,Human Resources,0
24623,48515,16,Excellent,4,4,Yes,Support,1,Female,41,Developer,1
24624,1200,30,Moderate,2,24,No,Software,1,Female,81,Research Director,0
24625,1008,23,Poor,1,4,No,Software,1,Male,172,Research Scientist,0
24626,43704,15,Poor,1,2,No,Hardware,1,Male,134,Developer,0
24627,47037,26,Moderate,2,1,Yes,Human Resources,1,Male,127,Manufacturing Director,1
24628,26470,24,Moderate,2,1,No,Support,1,Female,177,Manager,0
24629,44113,11,Good,3,7,No,Support,1,Female,155,Healthcare Representative,0
24630,35748,4,Good,3,1,No,Support,1,Female,93,Healthcare Representative,0
24631,38762,14,Moderate,2,13,Yes,Hardware,1,Male,40,Manufacturing Director,1
24632,44133,40,Moderate,2,25,No,Sales,1,Male,143,Sales Representative,0
24633,10058,5,Poor,1,2,No,Hardware,1,Female,84,Healthcare Representative,0
24634,26259,33,Moderate,2,31,No,Software,1,Female,81,Manufacturing Director,0
24635,32097,8,Poor,1,5,No,Research & Development,1,Female,188,Research Scientist,0
24636,9852,11,Poor,1,2,Yes,Human Resources,1,Female,30,Research Director,1
24637,16357,33,Moderate,2,16,No,Software,1,Female,69,Sales Executive,0
24638,41820,14,Poor,1,2,Yes,Software,1,Male,74,Manufacturing Director,1
24639,7374,33,Moderate,2,6,Yes,Hardware,1,Male,175,Human Resources,1
24640,11563,36,Moderate,2,1,Yes,Hardware,1,Male,67,Manufacturing Director,1
24641,17681,39,Excellent,4,14,Yes,Support,1,Female,96,Manufacturing Director,1
24642,36211,14,Moderate,2,5,Yes,Sales,1,Male,115,Manufacturing Director,1
24643,50440,32,Poor,1,1,Yes,Sales,1,Male,90,Sales Executive,1
24644,24947,10,Good,3,7,No,Support,1,Male,59,Manufacturing Director,0
24645,20705,34,Good,3,15,No,Support,1,Male,59,Laboratory Technician,0
24646,2130,2,Poor,1,2,No,Research & Development,1,Male,66,Sales Executive,0
24647,48758,7,Excellent,4,1,Yes,Software,1,Female,129,Research Scientist,1
24648,31396,8,Poor,1,1,No,Software,1,Male,193,Developer,0
24649,11450,20,Good,3,4,No,Research & Development,1,Female,170,Research Scientist,0
24650,45410,8,Poor,1,3,Yes,Human Resources,1,Male,108,Healthcare Representative,1
24651,49991,5,Good,3,1,Yes,Support,1,Male,92,Healthcare Representative,1
24652,48486,20,Poor,1,2,No,Sales,1,Male,183,Developer,0
24653,45123,39,Moderate,2,8,No,Sales,1,Female,55,Healthcare Representative,0
24654,21735,14,Moderate,2,5,No,Sales,1,Female,67,Laboratory Technician,0
24655,33105,33,Excellent,4,6,Yes,Support,1,Female,119,Healthcare Representative,1
24656,22942,37,Poor,1,2,No,Software,1,Female,165,Human Resources,0
24657,48468,38,Good,3,29,Yes,Sales,1,Male,100,Sales Executive,1
24658,35863,12,Moderate,2,3,No,Software,1,Female,163,Research Scientist,0
24659,41957,27,Moderate,2,6,Yes,Human Resources,1,Male,94,Human Resources,1
24660,36110,2,Moderate,2,1,Yes,Sales,1,Male,96,Research Scientist,1
24661,34605,18,Good,3,5,Yes,Hardware,1,Female,120,Manufacturing Director,1
24662,3342,34,Good,3,12,No,Support,1,Male,87,Human Resources,0
24663,31388,27,Excellent,4,1,No,Sales,1,Female,130,Manager,0
24664,21921,39,Moderate,2,2,No,Sales,1,Male,49,Laboratory Technician,0
24665,30373,39,Good,3,1,No,Support,1,Female,110,Sales Executive,0
24666,24732,31,Excellent,4,25,Yes,Software,1,Female,178,Sales Representative,1
24667,25823,6,Moderate,2,3,No,Human Resources,1,Female,60,Manufacturing Director,0
24668,47364,21,Excellent,4,2,No,Human Resources,1,Female,42,Research Scientist,0
24669,16178,28,Poor,1,20,No,Human Resources,1,Male,191,Laboratory Technician,0
24670,22320,4,Moderate,2,1,No,Hardware,1,Male,67,Human Resources,0
24671,40359,25,Poor,1,10,Yes,Support,1,Female,173,Manufacturing Director,1
24672,5455,23,Good,3,8,Yes,Sales,1,Male,74,Manager,1
24673,28331,4,Moderate,2,2,No,Human Resources,1,Female,84,Sales Executive,0
24674,39338,20,Good,3,1,Yes,Software,1,Female,112,Healthcare Representative,1
24675,14360,1,Moderate,2,1,Yes,Support,1,Male,109,Sales Representative,1
24676,20702,25,Moderate,2,4,No,Support,1,Female,41,Human Resources,0
24677,23899,29,Poor,1,9,Yes,Sales,1,Female,165,Research Scientist,1
24678,1689,5,Moderate,2,2,No,Research & Development,1,Male,130,Manufacturing Director,0
24679,7552,4,Poor,1,1,Yes,Software,1,Male,195,Healthcare Representative,1
24680,17075,30,Good,3,4,Yes,Human Resources,1,Female,32,Sales Executive,1
24681,8040,10,Moderate,2,2,Yes,Research & Development,1,Female,168,Sales Representative,1
24682,42156,20,Poor,1,3,Yes,Human Resources,1,Female,61,Healthcare Representative,1
24683,8616,3,Excellent,4,2,No,Human Resources,1,Female,83,Laboratory Technician,0
24684,48480,24,Good,3,15,Yes,Support,1,Male,151,Research Scientist,1
24685,23856,29,Moderate,2,3,No,Software,1,Female,155,Manager,0
24686,37129,34,Good,3,13,No,Support,1,Female,155,Sales Representative,0
24687,6282,23,Moderate,2,1,No,Support,1,Male,169,Developer,0
24688,41718,35,Moderate,2,1,No,Support,1,Male,50,Research Scientist,0
24689,4730,9,Excellent,4,4,No,Support,1,Female,164,Laboratory Technician,0
24690,5817,21,Good,3,1,Yes,Sales,1,Male,180,Human Resources,1
24691,22923,33,Poor,1,2,No,Hardware,1,Female,148,Manufacturing Director,0
24692,1964,32,Excellent,4,3,Yes,Research & Development,1,Female,33,Sales Representative,1
24693,39172,21,Moderate,2,2,No,Human Resources,1,Male,62,Healthcare Representative,0
24694,21974,30,Good,3,1,No,Software,1,Male,37,Sales Executive,0
24695,10647,1,Moderate,2,1,Yes,Support,1,Female,177,Manufacturing Director,1
24696,30727,6,Good,3,1,No,Hardware,1,Female,161,Research Scientist,0
24697,48162,10,Moderate,2,6,Yes,Hardware,1,Female,137,Laboratory Technician,1
24698,38110,22,Poor,1,6,Yes,Human Resources,1,Male,81,Healthcare Representative,1
24699,9893,2,Good,3,1,Yes,Support,1,Female,195,Human Resources,1
24700,6324,7,Moderate,2,5,Yes,Support,1,Male,71,Healthcare Representative,1
24701,24995,4,Moderate,2,3,Yes,Hardware,1,Female,177,Research Director,1
24702,22216,5,Good,3,1,Yes,Human Resources,1,Male,111,Laboratory Technician,1
24703,20524,16,Excellent,4,4,No,Research & Development,1,Female,152,Healthcare Representative,0
24704,26849,4,Moderate,2,1,Yes,Research & Development,1,Male,49,Healthcare Representative,1
24705,37626,17,Poor,1,5,No,Support,1,Male,153,Human Resources,0
24706,6980,8,Moderate,2,6,No,Support,1,Female,116,Research Scientist,0
24707,35420,13,Good,3,1,No,Sales,1,Male,96,Laboratory Technician,0
24708,15639,27,Excellent,4,2,No,Hardware,1,Male,82,Human Resources,0
24709,43510,1,Poor,1,1,Yes,Sales,1,Female,65,Manufacturing Director,1
24710,1503,33,Excellent,4,19,Yes,Sales,1,Male,39,Research Director,1
24711,36573,9,Good,3,8,Yes,Research & Development,1,Male,140,Research Director,1
24712,39242,3,Good,3,2,Yes,Human Resources,1,Female,158,Healthcare Representative,1
24713,16948,8,Good,3,4,Yes,Hardware,1,Male,195,Developer,1
24714,15525,14,Moderate,2,2,No,Research & Development,1,Male,94,Manager,0
24715,3678,17,Moderate,2,1,No,Research & Development,1,Male,131,Human Resources,0
24716,37890,38,Excellent,4,15,Yes,Research & Development,1,Female,91,Healthcare Representative,1
24717,38930,2,Poor,1,1,No,Sales,1,Male,191,Healthcare Representative,0
24718,46138,25,Excellent,4,6,Yes,Research & Development,1,Female,99,Manager,1
24719,35233,40,Poor,1,3,Yes,Software,1,Male,38,Developer,1
24720,18465,31,Good,3,13,Yes,Software,1,Male,71,Manager,1
24721,49481,40,Excellent,4,5,No,Sales,1,Male,80,Manufacturing Director,0
24722,27005,22,Good,3,3,No,Research & Development,1,Female,52,Manufacturing Director,0
24723,32124,39,Moderate,2,9,Yes,Sales,1,Male,50,Research Director,1
24724,9968,24,Moderate,2,1,Yes,Sales,1,Male,70,Research Scientist,1
24725,12500,23,Poor,1,10,No,Support,1,Male,127,Research Scientist,0
24726,40081,30,Poor,1,30,Yes,Sales,1,Female,66,Manager,1
24727,43727,30,Good,3,1,No,Software,1,Male,195,Manufacturing Director,0
24728,31488,28,Poor,1,4,Yes,Research & Development,1,Male,131,Research Scientist,1
24729,43110,22,Excellent,4,5,Yes,Support,1,Female,52,Human Resources,1
24730,39831,23,Moderate,2,4,Yes,Hardware,1,Female,169,Human Resources,1
24731,26495,31,Good,3,6,No,Human Resources,1,Female,181,Manager,0
24732,22669,36,Poor,1,19,Yes,Sales,1,Male,198,Sales Executive,1
24733,47497,5,Good,3,1,No,Hardware,1,Male,172,Manager,0
24734,39948,15,Moderate,2,10,No,Support,1,Male,157,Human Resources,0
24735,15057,21,Moderate,2,6,Yes,Research & Development,1,Female,129,Research Director,1
24736,36684,28,Moderate,2,3,Yes,Human Resources,1,Male,159,Human Resources,1
24737,25254,21,Good,3,6,Yes,Research & Development,1,Female,188,Manager,1
24738,12573,36,Excellent,4,7,Yes,Hardware,1,Female,165,Manager,1
24739,5809,20,Good,3,4,Yes,Software,1,Male,151,Sales Representative,1
24740,45695,6,Moderate,2,1,Yes,Research & Development,1,Female,92,Manager,1
24741,34228,34,Poor,1,5,No,Hardware,1,Female,73,Laboratory Technician,0
24742,50012,6,Moderate,2,2,Yes,Support,1,Female,89,Research Director,1
24743,3008,35,Good,3,3,Yes,Human Resources,1,Female,151,Manufacturing Director,1
24744,8832,17,Moderate,2,5,Yes,Hardware,1,Female,55,Human Resources,1
24745,17860,39,Good,3,13,Yes,Hardware,1,Male,141,Sales Executive,1
24746,38956,8,Poor,1,7,No,Hardware,1,Male,74,Research Director,0
24747,27367,40,Poor,1,1,Yes,Human Resources,1,Male,166,Laboratory Technician,1
24748,2654,9,Poor,1,2,Yes,Human Resources,1,Male,83,Manufacturing Director,1
24749,45032,2,Good,3,2,Yes,Software,1,Male,137,Manufacturing Director,1
24750,47201,25,Moderate,2,1,Yes,Human Resources,1,Female,192,Sales Representative,1
24751,37145,16,Moderate,2,1,Yes,Sales,1,Female,83,Research Director,1
24752,14121,36,Moderate,2,22,No,Sales,1,Male,54,Human Resources,0
24753,12407,34,Poor,1,7,Yes,Software,1,Female,79,Laboratory Technician,1
24754,22863,33,Moderate,2,10,No,Research & Development,1,Male,159,Healthcare Representative,0
24755,11748,37,Moderate,2,11,No,Research & Development,1,Male,71,Sales Executive,0
24756,46061,6,Excellent,4,4,Yes,Human Resources,1,Male,115,Research Scientist,1
24757,9279,28,Poor,1,4,No,Hardware,1,Female,115,Healthcare Representative,0
24758,6100,34,Excellent,4,6,Yes,Sales,1,Male,125,Developer,1
24759,47815,7,Good,3,3,No,Hardware,1,Male,30,Sales Executive,0
24760,35142,36,Good,3,5,No,Research & Development,1,Male,124,Laboratory Technician,0
24761,44907,19,Moderate,2,7,Yes,Software,1,Male,86,Manufacturing Director,1
24762,3331,15,Excellent,4,6,Yes,Research & Development,1,Female,137,Human Resources,1
24763,17816,7,Poor,1,4,No,Sales,1,Female,120,Manager,0
24764,32337,17,Excellent,4,2,No,Support,1,Male,161,Healthcare Representative,0
24765,38370,35,Excellent,4,4,No,Sales,1,Female,148,Sales Executive,0
24766,23951,34,Good,3,1,Yes,Hardware,1,Female,157,Healthcare Representative,1
24767,41145,12,Poor,1,3,No,Software,1,Female,118,Research Director,0
24768,45895,25,Moderate,2,1,No,Human Resources,1,Female,55,Manager,0
24769,20902,1,Poor,1,1,No,Software,1,Male,80,Human Resources,0
24770,29555,4,Moderate,2,3,No,Software,1,Male,125,Human Resources,0
24771,17714,18,Good,3,4,No,Human Resources,1,Male,35,Developer,0
24772,46809,29,Good,3,4,Yes,Research & Development,1,Female,149,Manufacturing Director,1
24773,50739,11,Moderate,2,3,No,Research & Development,1,Female,164,Developer,0
24774,45651,1,Moderate,2,1,No,Human Resources,1,Female,60,Developer,0
24775,24046,16,Excellent,4,2,No,Support,1,Male,72,Developer,0
24776,36785,1,Excellent,4,1,No,Software,1,Male,58,Laboratory Technician,0
24777,40464,7,Excellent,4,1,Yes,Research & Development,1,Female,64,Healthcare Representative,1
24778,35885,21,Excellent,4,4,No,Hardware,1,Female,39,Sales Executive,0
24779,21868,26,Moderate,2,4,Yes,Hardware,1,Female,119,Laboratory Technician,1
24780,28710,8,Excellent,4,3,Yes,Research & Development,1,Male,37,Developer,1
24781,46849,33,Poor,1,21,Yes,Sales,1,Male,137,Manager,1
24782,38754,32,Moderate,2,5,Yes,Software,1,Male,45,Healthcare Representative,1
24783,29206,6,Poor,1,4,Yes,Sales,1,Male,150,Developer,1
24784,39623,17,Moderate,2,9,Yes,Software,1,Female,163,Sales Executive,1
24785,23198,16,Poor,1,8,Yes,Support,1,Female,48,Sales Representative,1
24786,16828,33,Poor,1,7,Yes,Human Resources,1,Female,195,Manager,1
24787,3982,22,Excellent,4,3,Yes,Hardware,1,Male,142,Research Scientist,1
24788,46180,7,Moderate,2,2,Yes,Human Resources,1,Female,77,Developer,1
24789,34194,39,Poor,1,1,Yes,Research & Development,1,Male,172,Research Director,1
24790,18470,1,Good,3,1,No,Hardware,1,Female,166,Human Resources,0
24791,40099,26,Good,3,8,Yes,Research & Development,1,Female,41,Human Resources,1
24792,2627,38,Moderate,2,18,No,Software,1,Female,135,Laboratory Technician,0
24793,33240,23,Poor,1,11,No,Human Resources,1,Female,126,Sales Representative,0
24794,2048,15,Excellent,4,2,No,Hardware,1,Male,193,Manager,0
24795,26044,2,Good,3,1,No,Human Resources,1,Male,112,Sales Representative,0
24796,21265,20,Excellent,4,1,Yes,Software,1,Female,41,Research Director,1
24797,2303,17,Poor,1,2,Yes,Software,1,Female,79,Healthcare Representative,1
24798,22664,20,Excellent,4,1,No,Software,1,Male,64,Sales Representative,0
24799,15976,4,Good,3,3,Yes,Software,1,Female,138,Research Director,1
24800,15422,3,Excellent,4,3,Yes,Support,1,Male,76,Manager,1
24801,4257,21,Excellent,4,1,Yes,Research & Development,1,Female,56,Healthcare Representative,1
24802,31364,10,Good,3,8,No,Sales,1,Female,33,Developer,0
24803,13323,38,Moderate,2,9,No,Human Resources,1,Male,191,Research Scientist,0
24804,4917,5,Good,3,1,Yes,Hardware,1,Female,164,Research Director,1
24805,47731,17,Moderate,2,6,Yes,Hardware,1,Female,138,Sales Representative,1
24806,36860,19,Excellent,4,4,Yes,Support,1,Female,75,Developer,1
24807,16873,7,Good,3,1,No,Software,1,Male,90,Research Director,0
24808,34037,3,Good,3,1,Yes,Hardware,1,Female,162,Healthcare Representative,1
24809,14447,15,Good,3,9,No,Hardware,1,Female,194,Sales Executive,0
24810,29750,32,Moderate,2,4,Yes,Support,1,Female,197,Research Director,1
24811,29369,10,Moderate,2,4,No,Sales,1,Male,91,Sales Executive,0
24812,1995,22,Good,3,13,Yes,Human Resources,1,Male,33,Research Director,1
24813,49068,18,Poor,1,12,Yes,Sales,1,Female,164,Research Scientist,1
24814,19236,6,Poor,1,5,Yes,Sales,1,Female,122,Manager,1
24815,28604,23,Good,3,3,Yes,Research & Development,1,Female,83,Developer,1
24816,5909,24,Moderate,2,8,Yes,Research & Development,1,Male,51,Research Director,1
24817,11540,9,Poor,1,3,Yes,Software,1,Male,46,Research Scientist,1
24818,32340,40,Poor,1,5,No,Research & Development,1,Female,199,Healthcare Representative,0
24819,1013,27,Moderate,2,5,No,Human Resources,1,Female,194,Developer,0
24820,46263,16,Poor,1,5,Yes,Software,1,Female,36,Human Resources,1
24821,41935,21,Poor,1,3,No,Human Resources,1,Female,100,Laboratory Technician,0
24822,25627,9,Moderate,2,3,No,Software,1,Female,142,Human Resources,0
24823,37766,21,Good,3,8,No,Hardware,1,Female,71,Research Scientist,0
24824,44880,3,Poor,1,1,No,Support,1,Male,160,Human Resources,0
24825,37796,20,Good,3,2,Yes,Support,1,Male,61,Manufacturing Director,1
24826,9420,2,Moderate,2,1,No,Human Resources,1,Female,34,Research Scientist,0
24827,43366,12,Excellent,4,4,Yes,Hardware,1,Female,90,Developer,1
24828,25391,33,Good,3,30,Yes,Software,1,Female,87,Manufacturing Director,1
24829,43981,36,Excellent,4,23,Yes,Research & Development,1,Male,109,Developer,1
24830,34524,11,Excellent,4,1,No,Support,1,Male,171,Human Resources,0
24831,6737,10,Excellent,4,2,No,Support,1,Female,32,Healthcare Representative,0
24832,6201,11,Good,3,1,No,Software,1,Female,44,Manager,0
24833,5007,23,Poor,1,2,Yes,Support,1,Female,176,Developer,1
24834,41437,33,Moderate,2,8,Yes,Sales,1,Male,98,Developer,1
24835,34823,37,Good,3,3,Yes,Support,1,Male,36,Sales Executive,1
24836,5958,3,Moderate,2,1,No,Software,1,Female,46,Human Resources,0
24837,29891,16,Poor,1,1,No,Sales,1,Male,141,Sales Representative,0
24838,22075,16,Good,3,4,No,Support,1,Male,85,Healthcare Representative,0
24839,48677,20,Poor,1,4,Yes,Hardware,1,Male,51,Healthcare Representative,1
24840,11525,33,Moderate,2,1,No,Software,1,Female,191,Manufacturing Director,0
24841,19497,7,Poor,1,1,Yes,Support,1,Female,76,Healthcare Representative,1
24842,43989,20,Moderate,2,13,Yes,Support,1,Female,72,Research Director,1
24843,42059,24,Excellent,4,2,No,Sales,1,Female,185,Healthcare Representative,0
24844,8446,1,Excellent,4,1,No,Software,1,Male,150,Research Scientist,0
